__sclose(),stdio
__smakebuf(),rpath,tmppath,wpath,stdio
__sread(),stdio
__srefill(),rpath,tmppath,wpath,stdio
__srget(),rpath,tmppath,wpath,stdio
__sseek(),stdio
__svfscanf(),rpath,tmppath,wpath,stdio
__swhatbuf(),rpath,tmppath,wpath,stdio
__swrite(),stdio
__swsetup(),rpath,tmppath,wpath,stdio
__vfprintf(),stdio,prot_exec
__vfwprintf(),stdio,prot_exec
_mktemp(),cpath,flock,rpath,tmppath,wpath
asprintf(),stdio,prot_exec
dprintf(),prot_exec,stdio
fdopen(),stdio,flock
fgetln(),rpath,tmppath,wpath,stdio
fgets(),rpath,tmppath,wpath,stdio
fopen(),stdio,flock
fprintf(),stdio,prot_exec
fread(),rpath,tmppath,wpath,stdio
freopen(),stdio,flock
fscanf(),rpath,tmppath,wpath,stdio
fseek(),rpath,tmppath,wpath,stdio
fseeko(),rpath,tmppath,wpath,stdio
fsetpos(),rpath,tmppath,wpath,stdio
fwprintf(),stdio,prot_exec
getdelim(),rpath,tmppath,wpath,stdio
getline(),rpath,tmppath,wpath,stdio
getw(),rpath,tmppath,wpath,stdio
mkdtemp(),cpath,flock,rpath,tmppath,wpath
mkostemp(),cpath,flock,rpath,tmppath,wpath
mkostemps(),cpath,flock,rpath,tmppath,wpath
mkstemp(),cpath,flock,rpath,tmppath,wpath
mkstemps(),cpath,flock,rpath,tmppath,wpath
mktemp(),cpath,flock,rpath,tmppath,wpath
perror(),stdio
printf(),stdio,prot_exec
remove(),rpath,tmppath,wpath,cpath
rewind(),rpath,tmppath,wpath,stdio
scanf(),rpath,tmppath,wpath,stdio
setbuf(),rpath,tmppath,wpath,stdio
setbuffer(),rpath,tmppath,wpath,stdio
setlinebuf(),rpath,tmppath,wpath,stdio
setvbuf(),rpath,tmppath,wpath,stdio
snprintf(),stdio,prot_exec
sprintf(),stdio,prot_exec
sscanf(),rpath,tmppath,wpath,stdio
swprintf(),stdio,prot_exec
tempnam(),cpath,flock,rpath,tmppath,prot_exec,stdio,wpath
tmpfile(),fattr,cpath,flock,rpath,tmppath,stdio,wpath
tmpnam(),cpath,flock,rpath,tmppath,stdio,wpath,prot_exec
vasprintf(),stdio,prot_exec
vdprintf(),prot_exec,stdio
vfprintf(),stdio,prot_exec
vfscanf(),rpath,tmppath,wpath,stdio
vfwprintf(),stdio,prot_exec
vprintf(),stdio,prot_exec
vscanf(),rpath,tmppath,wpath,stdio
vsnprintf(),stdio,prot_exec
vsprintf(),stdio,prot_exec
vsscanf(),rpath,tmppath,wpath,stdio
vswprintf(),stdio,prot_exec
vwprintf(),stdio,prot_exec
wprintf(),stdio,prot_exec
